Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 85.0.4183.121,,,2020-09-30 15:55:11,2020-09-30 15:55:11,0.446s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Chrome 85.0.4183.121,,,2020-09-30 15:55:11,2020-09-30 15:55:12,1.149s,PASSED
"waitForElementPresent(findTestObject(""Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/label_Facility""), 30)",Chrome 85.0.4183.121,,,2020-09-30 15:55:12,2020-09-30 15:55:13,0.502s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/label_Facility""), ""Facility"")",Chrome 85.0.4183.121,,,2020-09-30 15:55:13,2020-09-30 15:55:13,0.320s,PASSED
closeBrowser(),Chrome 85.0.4183.121,,,2020-09-30 15:55:13,2020-09-30 15:55:13,0.076s,PASSED
,,,,,,,
Test Cases/TC05_userPassFail,Chrome 85.0.4183.121,,,2020-09-30 15:55:13,2020-09-30 15:55:25,11.409s,PASSED
"openBrowser("""")",Chrome 85.0.4183.121,,,2020-09-30 15:55:14,2020-09-30 15:55:14,0.694s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 85.0.4183.121,,,2020-09-30 15:55:14,2020-09-30 15:55:20,6.016s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 85.0.4183.121,,,2020-09-30 15:55:20,2020-09-30 15:55:21,0.894s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Username_username""), ""joa"")",Chrome 85.0.4183.121,,,2020-09-30 15:55:21,2020-09-30 15:55:22,0.755s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Password_password""), ""tzH6RvlfSTg="")",Chrome 85.0.4183.121,,,2020-09-30 15:55:22,2020-09-30 15:55:22,0.411s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Chrome 85.0.4183.121,,,2020-09-30 15:55:22,2020-09-30 15:55:24,1.652s,PASSED
"waitForElementPresent(findTestObject(""Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/p_Please login to make appointment""), 30)",Chrome 85.0.4183.121,,,2020-09-30 15:55:24,2020-09-30 15:55:24,0.485s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/p_Please login to make appointment""), ""Please login to make appointment."")",Chrome 85.0.4183.121,,,2020-09-30 15:55:24,2020-09-30 15:55:25,0.291s,PASSED
closeBrowser(),Chrome 85.0.4183.121,,,2020-09-30 15:55:25,2020-09-30 15:55:25,0.078s,PASSED
