Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Password_password""), PassQA)",Chrome 85.0.4183.121,,,2020-10-11 22:46:26,2020-10-11 22:46:27,0.798s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Chrome 85.0.4183.121,,,2020-10-11 22:46:27,2020-10-11 22:46:28,1.027s,PASSED
"waitForElementPresent(findTestObject(""Page_CURA Healthcare Service/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""), 30)",Chrome 85.0.4183.121,,,2020-10-11 22:46:28,2020-10-11 22:46:28,0.396s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""), ""Login failed! Please ensure the username and password are valid."")",Chrome 85.0.4183.121,,,2020-10-11 22:46:28,2020-10-11 22:46:28,0.309s,PASSED
closeBrowser(),Chrome 85.0.4183.121,,,2020-10-11 22:46:28,2020-10-11 22:46:28,0.088s,PASSED
,,,,,,,
Test Cases/TC05_userPassFail,Chrome 85.0.4183.121,,,2020-10-11 22:46:28,2020-10-11 22:46:38,9.349s,PASSED
"openBrowser("""")",Chrome 85.0.4183.121,,,2020-10-11 22:46:28,2020-10-11 22:46:29,0.600s,PASSED
navigateToUrl(URL),Chrome 85.0.4183.121,,,2020-10-11 22:46:29,2020-10-11 22:46:33,3.578s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 85.0.4183.121,,,2020-10-11 22:46:33,2020-10-11 22:46:34,0.890s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Username_username""), UsernameFail)",Chrome 85.0.4183.121,,,2020-10-11 22:46:34,2020-10-11 22:46:35,1.514s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Password_password""), PassFail)",Chrome 85.0.4183.121,,,2020-10-11 22:46:35,2020-10-11 22:46:36,0.772s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Chrome 85.0.4183.121,,,2020-10-11 22:46:36,2020-10-11 22:46:37,1.053s,PASSED
"waitForElementPresent(findTestObject(""Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/p_Please login to make appointment""), 30)",Chrome 85.0.4183.121,,,2020-10-11 22:46:37,2020-10-11 22:46:37,0.393s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/p_Please login to make appointment""), ""Please login to make appointment."")",Chrome 85.0.4183.121,,,2020-10-11 22:46:37,2020-10-11 22:46:38,0.307s,PASSED
closeBrowser(),Chrome 85.0.4183.121,,,2020-10-11 22:46:38,2020-10-11 22:46:38,0.086s,PASSED
,,,,,,,
Test Cases/TC04_succ,Chrome 85.0.4183.121,,,2020-10-11 22:46:38,2020-10-11 22:46:46,8.003s,PASSED
"openBrowser("""")",Chrome 85.0.4183.121,,,2020-10-11 22:46:38,2020-10-11 22:46:38,0.570s,PASSED
navigateToUrl(URL),Chrome 85.0.4183.121,,,2020-10-11 22:46:38,2020-10-11 22:46:42,3.113s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 85.0.4183.121,,,2020-10-11 22:46:42,2020-10-11 22:46:42,0.870s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Username_username""), UsernameQA)",Chrome 85.0.4183.121,,,2020-10-11 22:46:42,2020-10-11 22:46:43,0.772s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/input_Password_password""), PassQA)",Chrome 85.0.4183.121,,,2020-10-11 22:46:43,2020-10-11 22:46:44,0.679s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Chrome 85.0.4183.121,,,2020-10-11 22:46:44,2020-10-11 22:46:45,1.060s,PASSED
"waitForElementPresent(findTestObject(""Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/label_Facility""), 30)",Chrome 85.0.4183.121,,,2020-10-11 22:46:45,2020-10-11 22:46:45,0.403s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/Page_CURA Healthcare Service/label_Facility""), ""Facility"")",Chrome 85.0.4183.121,,,2020-10-11 22:46:45,2020-10-11 22:46:46,0.298s,PASSED
closeBrowser(),Chrome 85.0.4183.121,,,2020-10-11 22:46:46,2020-10-11 22:46:46,0.079s,PASSED
,,,,,,,
Test Cases/TC01_null,Chrome 85.0.4183.121,,,2020-10-11 22:46:46,2020-10-11 22:46:52,6.132s,PASSED
"openBrowser("""")",Chrome 85.0.4183.121,,,2020-10-11 22:46:46,2020-10-11 22:46:46,0.578s,PASSED
navigateToUrl(URL),Chrome 85.0.4183.121,,,2020-10-11 22:46:46,2020-10-11 22:46:49,2.583s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 85.0.4183.121,,,2020-10-11 22:46:49,2020-10-11 22:46:50,0.857s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/Page_CURA Healthcare Service/button_Login""))",Chrome 85.0.4183.121,,,2020-10-11 22:46:50,2020-10-11 22:46:51,1.138s,PASSED
"waitForElementPresent(findTestObject(""Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""), 30)",Chrome 85.0.4183.121,,,2020-10-11 22:46:51,2020-10-11 22:46:51,0.397s,PASSED
"verifyElementText(findTestObject(""Page_CURA Healthcare Service/Page_CURA Healthcare Service/p_Login failed Please ensure the username a_eb55b5""), ""Login failed! Please ensure the username and password are valid."")",Chrome 85.0.4183.121,,,2020-10-11 22:46:51,2020-10-11 22:46:52,0.306s,PASSED
closeBrowser(),Chrome 85.0.4183.121,,,2020-10-11 22:46:52,2020-10-11 22:46:52,0.079s,PASSED
